<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.02.26	9314.98	9355.64	8563.00	8677.56	60906	0	126010
2020.02.27	8677.56	8902.76	8457.00	8687.93	60100	0	126010
2020.02.28	8687.93	8834.44	8364.57	8605.18	84894	0	126010
2020.03.02	8443.56	8890.10	8419.53	8878.41	71453	0	126010
2020.03.03	8878.31	8916.00	8594.88	8666.11	46512	0	126010
2020.03.04	8666.11	8782.51	8600.27	8663.87	38289	0	126010
2020.03.05	8663.86	9102.43	8661.14	9048.26	53898	0	126010
2020.03.06	9048.36	9124.55	8930.42	9069.16	55893	0	126010
2020.03.09	8190.50	8214.33	7573.00	7766.32	107825	0	126010
2020.03.10	7766.43	8089.93	7670.99	7901.21	76621	0	126010
2020.03.11	7901.22	7952.85	7528.99	7741.99	89714	0	126010
2020.03.12	7741.99	7920.61	5501.92	5720.14	129908	0	126010
2020.03.13	5720.20	5927.02	3787.02	5361.23	154777	0	126010
2020.03.16	5855.53	5855.75	4372.87	4909.16	137587	0	126010
2020.03.17	4909.16	5499.88	4797.81	5390.64	151230	0	126010
2020.03.18	5390.64	5417.38	4950.02	5308.26	138923	0	126010
2020.03.19	5308.36	6332.01	5203.38	6194.95	125258	0	126010
2020.03.20	6194.95	6875.97	5607.00	5915.12	111290	0	126010
2020.03.23	5994.38	6558.86	5623.34	6399.36	94541	0	126010
2020.03.24	6399.54	6793.43	6308.08	6651.15	111138	0	126010
2020.03.25	6651.15	6918.35	6394.17	6536.99	87642	0	126010
2020.03.26	6537.10	6730.71	6465.14	6670.27	57540	0	126010
2020.03.27	6670.27	6806.50	6519.27	6615.89	51362	0	126010
2020.03.30	5880.82	6457.01	5793.00	6411.37	49226	0	126010
2020.03.31	6411.38	6567.00	6272.31	6409.76	58153	0	126010
2020.04.01	6411.10	6433.88	6084.01	6283.34	42507	0	126010
2020.04.02	6283.34	7173.39	6282.06	6677.41	81066	0	126010
2020.04.03	6678.15	6982.30	6547.00	6640.73	85966	0	126010
2020.04.06	6692.12	7258.46	6662.90	7163.06	69544	0	126010
2020.04.07	7163.06	7403.01	7014.00	7050.37	80000	0	126010
2020.04.08	7050.37	7362.22	7018.85	7262.30	61845	0	126010
2020.04.09	7253.64	7335.32	7044.38	7235.87	76916	0	126010
2020.04.10	7235.87	7259.97	6687.15	6851.93	72729	0	126010
2020.04.13	7056.97	7085.73	6480.79	6762.62	64920	0	126010
2020.04.14	6762.62	6926.06	6704.30	6807.27	63264	0	126010
2020.04.15	6807.39	6873.85	6622.69	6682.41	55181	0	126010
2020.04.16	6682.41	7078.39	6409.67	6991.82	85519	0	126010
2020.04.17	6993.01	7147.62	6932.00	6988.03	70953	0	126010
2020.04.20	7078.34	7153.72	6692.05	6804.82	58288	0	126010
2020.04.21	6804.82	6884.45	6711.48	6827.14	45023	0	126010
2020.04.22	6827.29	7103.32	6757.72	7054.38	36114	0	126010
2020.04.23	7054.38	7687.00	6968.07	7473.36	60623	0	126000
2020.04.24	7473.36	7551.91	7325.29	7465.75	51730	0	126000
2020.04.27	7581.53	7742.02	7528.99	7642.99	50270	0	126000
2020.04.28	7643.09	7729.03	7586.69	7672.88	43180	0	126000
2020.04.29	7672.79	8905.41	7652.65	8866.13	73345	0	126000
2020.04.30	8866.13	9406.21	8344.00	8761.62	126048	0	126000
2020.05.01	8760.06	9006.36	8519.90	8670.37	89105	0	126000
2020.05.04	8779.59	8899.56	8465.42	8855.22	84973	0	126000
2020.05.05	8855.22	9056.30	8697.00	8862.38	85149	0	126000
2020.05.06	8862.38	9308.00	8831.44	9159.65	97857	0	180000
2020.05.07	9159.65	9882.03	8953.15	9714.00	110793	0	180000
2020.05.08	9714.00	9980.97	9639.00	9914.19	89142	0	180000
2020.05.11	8583.57	9116.00	8118.00	8570.99	104672	0	126000
2020.05.12	8570.99	8919.08	8405.88	8754.13	61272	0	126000
2020.05.13	8754.13	9277.31	8662.15	9232.62	54294	0	126000
2020.05.14	9232.62	9878.92	9191.86	9590.22	58937	0	126000
2020.05.15	9590.22	9787.00	9049.00	9160.05	66228	0	126000
2020.05.18	9674.00	9895.00	9388.20	9611.90	73286	0	126000
2020.05.19	9611.90	9837.00	9392.00	9620.35	53729	0	126000
2020.05.20	9620.58	9772.80	9218.68	9524.25	45211	0	126000
2020.05.21	9524.25	9524.25	8737.00	8988.91	65989	0	126000
2020.05.22	8988.48	9201.21	8857.00	9128.83	53451	0	126000
2020.05.25	8938.00	9016.06	8567.01	8851.41	56467	0	126000
2020.05.26	8851.41	8949.00	8627.00	8794.39	59337	0	126000
2020.05.27	8794.39	9165.19	8738.06	9098.70	54574	0	126000
2020.05.28	9098.70	9476.89	8988.73	9382.54	51446	0	126000
2020.05.29	9382.54	9557.00	9261.01	9350.08	62776	0	126000
2020.06.01	9437.21	9631.05	9310.96	9614.65	45022	0	126000
2020.06.02	9615.73	10344.28	9138.32	9456.27	56907	0	126000
2020.06.03	9456.27	9580.34	9317.99	9517.46	43868	0	126000
2020.06.04	9517.46	9834.00	9367.00	9718.77	47096	0	126000
2020.06.05	9718.77	9794.97	9529.74	9639.91	52565	0	126000
2020.06.08	9666.74	9741.75	9582.00	9638.85	38566	0	126000
2020.06.09	9638.85	9833.99	9500.00	9684.00	40676	0	126000
2020.06.10	9684.00	9942.85	9566.28	9802.36	41203	0	126000
2020.06.11	9802.36	9908.20	9015.91	9275.02	50099	0	126000
2020.06.12	9275.10	9485.87	9166.32	9394.37	36559	0	126000
2020.06.15	9317.01	9422.36	8837.00	9417.76	48098	0	126000
2020.06.16	9417.76	9529.32	9312.36	9428.79	40366	0	126000
2020.06.17	9428.79	9501.82	9167.20	9305.30	31674	0	126000
2020.06.18	9305.30	9412.01	9225.94	9275.36	37081	0	126000
2020.06.19	9275.36	9365.55	9164.37	9245.12	35395	0	126000
2020.06.22	9247.21	9603.12	9202.96	9580.21	36688	0	126000
2020.06.23	9578.66	9721.21	9509.49	9567.00	39043	0	126000
2020.06.24	9567.00	9600.40	9130.99	9220.52	45858	0	126000
2020.06.25	9220.54	9253.96	8926.00	9208.63	43867	0	126000
2020.06.26	9208.63	9266.87	8962.85	9130.44	40213	0	126000
2020.06.29	9041.44	9128.42	8952.66	9115.22	28618	0	126010
2020.06.30	9115.23	9167.91	8997.00	9081.25	35185	0	126000
2020.07.01	9081.26	9232.69	9025.63	9173.99	34762	0	126000
2020.07.02	9173.99	9202.96	8876.00	9014.52	35303	0	126000
2020.07.03	9014.53	9087.04	8983.29	9025.48	33308	0	126000
2020.07.06	8947.99	9289.24	8842.00	9212.21	32501	0	126000
2020.07.07	9212.02	9318.93	9138.78	9191.58	27219	0	126000
2020.07.08	9190.67	9411.01	9166.00	9363.08	39753	0	126000
2020.07.09	9363.08	9407.29	9090.91	9173.61	33721	0	126000
2020.07.10	9173.61	9191.00	9038.82	9167.83	33592	0	126010
2020.07.13	9169.36	9280.00	9126.49	9182.40	27778	0	126000
2020.07.14	9182.40	9217.01	9033.72	9210.50	36071	0	126000
2020.07.15	9210.50	9214.19	9087.00	9147.33	26956	0	126000
2020.07.16	9147.33	9166.74	8965.47	9039.69	29703	0	126000
2020.07.17	9039.70	9118.05	9015.48	9088.46	34701	0	126000
2020.07.20	9105.00	9174.60	9065.20	9107.30	26849	0	126000
2020.07.21	9107.31	9375.56	9083.01	9312.00	32873	0	126000
2020.07.22	9312.00	9334.83	9217.64	9310.95	24643	0	126000
2020.07.23	9310.95	9613.36	9304.85	9530.33	31512	0	126000
2020.07.24	9530.33	9579.70	9410.76	9563.01	42895	0	126000
2020.07.27	9831.80	10878.51	9810.56	10826.02	68283	0	126000
2020.07.28	10825.98	11342.99	10520.48	10913.83	70069	0	126000
2020.07.29	10913.83	11227.99	10790.41	11153.86	54287	0	126000
2020.07.30	11153.65	11282.88	10769.00	11085.38	42748	0	126000
2020.07.31	11082.43	11388.08	10909.30	11289.51	39438	0	126000
2020.08.03	11024.84	11414.81	10870.26	11320.89	46583	0	126000
2020.08.04	11320.87	11359.34	10942.56	11154.52	37406	0	126000
2020.08.05	11154.52	11662.19	11029.77	11629.16	38903	0	126000
2020.08.06	11628.54	11846.57	11467.53	11787.00	49084	0	126000
2020.08.07	11787.00	11851.84	11276.00	11518.50	35600	0	126000
2020.08.10	11614.00	12019.00	11418.00	11788.50	41170	0	126000
2020.08.11	11786.00	11880.00	11063.00	11149.00	45077	0	126000
2020.08.12	11125.50	11566.00	11056.00	11500.00	38476	0	126000
2020.08.13	11494.50	11601.08	11211.00	11543.50	35734	0	126000
2020.08.14	11582.00	11802.50	11533.00	11707.00	27462	0	126000
2020.08.17	11780.00	12417.00	11706.00	12253.50	33363	0	126000
2020.08.18	12254.00	12356.50	11754.00	11964.25	30232	0	126000
2020.08.19	11982.00	12034.00	11504.50	11648.00	35450	0	126000
2020.08.20	11647.00	11830.50	11610.50	11786.50	29797	0	126000
2020.08.21	11785.50	11827.00	11538.00	11561.50	35602	0	126000
2020.08.24	11593.75	11766.25	11524.00	11658.93	19706	0	126000
2020.08.25	11650.75	11726.00	11045.00	11192.50	34530	0	126000
2020.08.26	11210.00	11483.00	11182.00	11443.45	23932	0	126001
2020.08.27	11438.50	11533.00	11054.50	11189.80	30048	0	126001
2020.08.28	11192.25	11490.00	11186.00	11432.00	25034	0	126001
2020.08.31	11557.00	11718.00	11511.00	11612.00	20743	0	126000
2020.09.01	11609.25	11996.50	11461.50	11943.00	24961	0	126000
2020.09.02	11960.71	12000.50	11082.00	11303.50	38592	0	126000
2020.09.03	11291.86	11418.00	10389.50	10717.00	46053	0	126000
2020.09.04	10679.75	10739.00	9826.50	10525.50	50844	0	126000
2020.09.07	10166.00	10286.50	9810.50	10088.50	39397	0	126001
2020.09.08	10107.00	10381.00	9853.00	9949.50	44162	0	126000
2020.09.09	9925.00	10286.50	9776.00	10194.00	31433	0	126000
2020.09.10	10186.50	10430.50	10112.00	10229.00	32043	0	126001
2020.09.11	10237.00	10323.00	10137.00	10263.50	25957	0	126000
2020.09.14	10253.50	10697.50	10187.50	10629.00	21551	0	126000
2020.09.15	10650.50	10873.00	10549.50	10797.50	31944	0	126000
2020.09.16	10783.50	11036.50	10597.50	10932.00	32225	0	126000
2020.09.17	10919.50	10983.50	10678.00	10869.50	32923	0	126001
2020.09.18	10884.00	10980.50	10748.50	10821.00	24590	0	126001
2020.09.21	10786.00	10932.00	10221.50	10413.00	36618	0	126001
2020.09.22	10416.82	10469.50	10288.50	10448.00	28322	0	126001
2020.09.23	10428.50	10512.50	10069.00	10158.50	28129	0	126001
2020.09.24	10173.00	10660.50	10129.50	10567.00	32071	0	126000
2020.09.25	10567.00	10731.50	10489.00	10654.00	30450	0	126001
2020.09.28	10680.65	10893.00	10642.00	10806.50	33438	0	126001
2020.09.29	10789.00	10827.50	10561.00	10694.00	41531	0	126001
2020.09.30	10683.00	10800.00	10598.00	10643.00	28060	0	126001
2020.10.01	10633.50	10868.00	10378.00	10543.00	31527	0	126001
2020.10.02	10505.07	10598.50	10313.50	10477.00	37347	0	126001
2020.10.05	10591.00	10718.50	10558.50	10675.00	24834	0	126001
2020.10.06	10613.67	10740.50	10461.50	10484.50	30741	0	126001
2020.10.07	10461.50	10620.50	10438.75	10591.00	24712	0	126001
2020.10.08	10594.50	10899.50	10470.00	10828.00	23924	0	126000
2020.10.09	10821.00	11047.00	10770.50	10977.50	21693	0	126001
2020.10.12	11227.50	11539.50	11112.50	11506.00	31961	0	126001
2020.10.13	11496.00	11665.00	11247.00	11368.50	33887	0	126001
2020.10.14	11362.50	11495.50	11229.50	11325.00	29363	0	126001
2020.10.15	11320.00	11562.00	11190.50	11482.50	29207	0	126001
2020.10.16	11448.00	11486.50	11126.00	11248.00	30805	0	126001
2020.10.19	11372.50	11774.50	11347.00	11661.33	23516	0	126001
2020.10.20	11656.50	11994.00	11617.00	11826.50	33149	0	126001
2020.10.21	11837.99	12861.50	11820.50	12800.50	47355	0	126000
2020.10.22	12796.00	13194.50	12627.50	13064.00	52096	0	126001
2020.10.23	13057.50	13140.00	12664.50	12879.50	36568	0	126001
2020.10.26	12955.50	13192.00	12719.50	12968.50	35015	0	126001
2020.10.27	12963.00	13703.00	12931.50	13636.00	33715	0	126001
2020.10.28	13638.50	13804.00	12824.00	13139.00	51194	0	126001
2020.10.29	13137.50	13594.00	12919.00	13458.50	49849	0	126001
2020.10.30	13450.00	13614.00	13066.00	13573.00	56889	0	126001
2020.11.02	13740.50	13781.50	13150.00	13550.50	46249	0	126001
2020.11.03	13547.00	13743.00	13226.00	13661.50	40855	0	126001
2020.11.04	13633.50	14214.50	13469.50	13944.00	60143	0	126001
2020.11.05	13951.50	15259.00	13947.50	15179.50	65657	0	126000
2020.11.06	15133.00	15919.00	15123.50	15508.50	75087	0	126001
2020.11.09	15303.75	15796.50	14746.00	15318.25	51208	0	126001
2020.11.10	15287.75	15424.50	15022.50	15323.25	42052	0	126001
2020.11.11	15329.75	15946.50	15224.50	15769.00	54724	0	126001
2020.11.12	15759.00	16161.00	15393.00	16103.50	57775	0	126001
2020.11.13	16132.50	16435.50	15903.50	16234.00	62049	0	126000
2020.11.16	15772.50	16835.00	15730.00	16628.50	51942	0	126001
2020.11.17	16628.00	17818.00	16512.00	17582.50	62237	0	126001
2020.11.18	17479.50	18436.50	17188.00	17706.43	74694	0	126001
2020.11.19	17741.50	18123.00	17287.50	17886.50	64217	0	126000
2020.11.20	17858.50	18765.50	17653.00	18516.00	64535	0	126001
2020.11.23	18512.00	18728.50	17931.00	18348.00	72193	0	126001
2020.11.24	18340.50	19383.50	17989.50	18877.50	69966	0	126000
2020.11.25	18908.50	19456.00	18563.00	18807.47	59649	0	126000
2020.11.26	18796.15	18854.66	16137.41	16982.25	89206	0	126000
2020.11.27	16981.87	17401.52	16376.93	16957.72	96204	0	126020
2020.11.30	18101.04	19775.52	18020.43	19318.53	82279	0	126010
2020.12.01	19244.77	19845.48	18056.58	18981.28	89211	0	126140
2020.12.02	19016.78	19281.36	18270.29	19086.56	74323	0	126090
2020.12.03	19129.87	19559.97	18805.04	19395.14	70393	0	126250
2020.12.04	19390.29	19496.86	18627.41	18746.52	70633	0	126010
2020.12.07	19179.63	19372.71	18837.84	19019.70	71001	0	126250
2020.12.08	19023.57	19248.88	18544.12	18696.93	79586	0	126140
2020.12.09	18741.23	18763.57	17567.37	18446.91	84160	0	126100
2020.12.10	18501.95	18580.37	17838.10	18288.28	91847	0	126060
2020.12.11	18322.26	18325.36	17483.72	18033.18	96949	0	126010
2020.12.14	19104.37	19279.13	18906.61	19130.43	82324	0	126240
2020.12.15	19126.84	19504.28	18967.47	19355.75	77705	0	126210
2020.12.16	19321.83	21242.23	19226.96	21122.52	89069	0	126050
2020.12.17	21242.27	23682.76	21145.59	22726.30	101278	0	126010
2020.12.18	22793.83	23222.65	22287.57	22863.27	87101	0	126250
2020.12.21	23194.82	24060.73	21889.63	23075.68	92052	0	126030
2020.12.22	23040.49	23556.11	22313.42	23385.40	91943	0	126160
2020.12.23	23327.78	24008.32	22722.87	23221.02	91072	0	126250
2020.12.24	23246.51	23414.37	22550.75	23212.64	74437	0	126060
2020.12.28	26283.54	27393.91	26013.13	26527.00	91456	0	126050
2020.12.29	26590.05	27125.36	25769.41	26790.75	88304	0	126010
2020.12.30	26863.99	28945.96	26819.24	28804.18	92902	0	126040
2020.12.31	28847.02	29247.62	27887.84	28305.45	75994	0	128010
2021.01.04	33358.22	33608.25	27596.41	31033.00	186955	0	126180
2021.01.05	30957.79	34217.17	29846.86	33730.70	191831	0	126010
2021.01.06	33957.37	36479.52	33297.78	35900.00	118137	0	126010
2021.01.07	35990.33	40336.75	35923.60	39631.86	129031	0	126010
2021.01.08	39437.00	41947.12	36529.49	39847.74	189575	0	126010
2021.01.11	38105.94	38958.15	30235.68	33860.18	122169	0	126010
2021.01.12	33727.01	36573.34	32437.00	34619.49	87392	0	126150
2021.01.13	34859.00	37352.05	32260.00	37188.50	81974	0	126170
2021.01.14	37537.00	40036.00	36662.75	38652.00	63144	0	126010
2021.01.15	38507.70	39622.38	34275.99	36264.87	93801	0	126110
2021.01.18	36610.87	37354.01	34692.00	36159.75	100357	0	126260
2021.01.19	36304.64	37798.33	35971.42	36387.50	101144	0	126050
2021.01.20	36495.38	36704.75	33314.61	34837.69	103869	0	126160
2021.01.21	34840.80	35615.28	30880.82	31098.25	113997	0	126250
2021.01.22	30717.17	33798.51	28730.63	33296.70	112776	0	126010
2021.01.25	31769.93	34812.19	31607.41	32637.56	103502	0	126200
2021.01.26	32485.53	32771.23	30766.92	31947.99	120920	0	126150
2021.01.27	31925.88	32863.00	29097.75	30896.94	123697	0	126020
2021.01.28	30856.24	33280.04	29806.47	33186.03	111950	0	126020
2021.01.29	33348.68	38562.87	31916.10	34694.67	116188	0	126050
2021.02.01	32611.47	34642.38	32260.27	33599.26	125228	0	126250
2021.02.02	33552.18	35941.67	33369.23	35596.47	119395	0	126200
2021.02.03	35608.08	37400.75	35318.76	37220.51	103108	0	126010
2021.02.04	37238.54	38692.01	36118.49	37592.38	85269	0	126020
2021.02.05	37590.00	38286.86	36540.54	37800.12	90300	0	126010
2021.02.08	38445.71	44769.92	37976.35	44630.75	96725	0	126010
2021.02.09	44728.50	48155.00	44246.19	47259.69	96056	0	126010
2021.02.10	46959.04	47330.26	43663.11	44952.43	77484	0	126010
2021.02.11	44913.48	48615.75	43939.98	46848.05	76791	0	126010
2021.02.12	47088.49	48924.04	46124.04	47890.02	78983	0	126020
2021.02.15	48809.66	49257.73	45802.50	48108.64	73030	0	126070
2021.02.16	48012.45	50555.25	46973.46	48515.33	91979	0	126010
2021.02.17	48472.65	52589.00	48454.00	52342.01	87736	0	126010
2021.02.18	52216.22	52491.81	50748.00	51951.20	72653	0	126140
2021.02.19	51984.32	56317.75	50660.75	55417.28	81183	0	126080
2021.02.22	57416.66	57586.25	47372.60	54880.15	105001	0	126000
2021.02.23	54913.21	54965.90	44827.69	47899.25	131805	0	126050
2021.02.24	47757.00	51343.00	46915.75	48649.25	122478	0	126050
2021.02.25	48373.35	52006.42	47950.79	47950.79	123037	0	126250
2021.02.26	47937.00	48754.00	44052.00	45510.25	130221	0	126010
2021.03.01	45222.19	49485.25	44793.50	48786.42	117227	0	126070
2021.03.02	48766.60	50176.31	46962.75	47353.52	106254	0	126410
2021.03.03	47456.99	52564.25	47424.12	50869.50	96277	0	126040
2021.03.04	50715.95	51716.25	47373.25	47854.44	103598	0	126500
2021.03.05	48080.67	49390.64	46183.75	49023.09	109506	0	126260
2021.03.08	49994.00	51931.51	49239.72	51766.75	124106	0	126100
2021.03.09	51677.00	54738.51	51313.57	54219.75	105643	0	126040
2021.03.10	54280.82	57343.25	52892.50	56850.00	87425	0	126050
2021.03.11	56887.91	57876.07	54179.53	57469.00	87363	0	126000
2021.03.12	57611.92	58073.65	54949.50	56838.06	93477	0	126010
2021.03.15	59895.00	60671.14	54569.25	56666.57	101574	0	126270
2021.03.16	56796.58	56870.58	53128.00	56390.76	98973	0	126110
2021.03.17	56567.29	58646.25	54068.25	58378.99	96976	0	126090
2021.03.18	58532.75	60021.75	56892.99	57804.25	88006	0	126230
2021.03.19	58030.00	59388.36	56200.75	58309.95	92965	0	126500
2021.03.22	57934.98	58372.25	54125.50	54479.43	91404	0	126010
2021.03.23	53774.25	55791.34	52888.25	54584.80	105183	0	126010
2021.03.24	54736.16	57142.04	53109.64	53643.10	104945	0	126010
2021.03.25	53347.45	53636.21	50330.07	52357.75	109672	0	126010
2021.03.26	52385.17	54224.74	51163.25	53999.17	79958	0	126300
2021.03.29	54895.49	58305.86	54725.06	57160.00	57330	0	126160
2021.03.30	57269.51	59340.61	56937.13	58580.75	60769	0	126010
2021.03.31	58627.92	59736.28	56749.25	58815.50	65627	0	126220
2021.04.01	58969.04	59439.76	57831.25	58751.50	70284	0	126010
2021.04.02	58808.61	60015.74	58364.15	58651.25	75481	0	126000
2021.04.05	57925.08	59202.79	56740.07	58696.89	105933	0	126010
2021.04.06	58769.97	59408.08	57249.75	58148.98	107558	0	126030
2021.04.07	58128.74	58588.15	55375.64	56123.25	110351	0	126180
2021.04.08	56070.13	58098.50	55627.77	57583.49	96137	0	126010
2021.04.09	57507.62	58833.20	57371.88	58275.60	83421	0	126160
2021.04.12	59511.02	61140.75	59316.44	59892.94	75275	0	126170
2021.04.13	59850.04	63680.50	59657.38	63121.34	86843	0	126080
2021.04.14	63086.68	64832.25	61208.50	62292.02	107839	0	126010
2021.04.15	62487.57	63592.44	61954.46	63329.46	98494	0	126070
2021.04.16	63396.65	63772.10	59953.37	61890.39	105990	0	126080
2021.04.19	56153.53	57545.81	54234.17	56131.21	105142	0	126080
2021.04.20	56230.98	57025.51	53334.51	56670.70	107000	0	126010
2021.04.21	56724.31	57032.51	54236.54	54917.59	105928	0	126010
2021.04.22	54985.95	55396.32	51356.66	51485.66	106998	0	126220
2021.04.23	51214.66	52142.98	47300.98	50557.50	114357	0	126010
2021.04.26	47856.58	54339.25	46955.50	53186.70	112598	0	126250
2021.04.27	52712.62	55338.75	52554.00	55134.72	97989	0	126500
2021.04.28	54926.02	56394.12	53798.00	54382.25	98826	0	126970
2021.04.29	54374.15	55168.08	52314.08	52927.22	97840	0	126500
2021.04.30	52881.20	57342.11	52740.51	56683.44	90681	0	126050
2021.05.03	57087.00	58925.01	56200.55	56717.26	82045	0	126480
2021.05.04	56809.16	57464.51	53173.51	54668.51	95798	0	126110
2021.05.05	54424.42	57891.49	52835.76	56793.01	94493	0	126140
2021.05.06	56811.10	58326.76	55176.13	55857.01	83604	0	126640
2021.05.07	55850.05	58671.27	55217.75	57543.65	93784	0	126250
2021.05.10	57771.80	59563.60	53488.00	55203.00	97563	0	126230
2021.05.11	55135.37	56895.03	54410.32	56811.75	115680	0	126510
2021.05.12	56840.27	57976.51	53478.09	54404.00	125065	0	126670
2021.05.13	54329.91	54748.30	46077.25	49195.60	154821	0	126010
2021.05.14	49031.83	51537.46	48345.51	49204.69	126926	0	126260
2021.05.17	44474.03	46574.28	42013.27	44719.34	160107	0	126010
2021.05.18	44518.71	45772.99	42331.92	43199.20	161800	0	126130
2021.05.19	43457.02	43527.98	28967.35	38189.74	172005	0	126000
2021.05.20	38494.26	42478.02	34817.91	39983.94	167188	0	126120
2021.05.21	39961.27	42247.31	35133.25	35320.75	154304	0	126410
2021.05.24	33251.26	39871.58	33251.26	38916.17	169844	0	126010
2021.05.25	39158.06	39790.65	36425.00	37565.26	160917	0	126010
2021.05.26	37720.40	40859.51	37374.69	38699.58	152625	0	126010
2021.05.27	38414.45	40372.76	37124.66	38414.20	152947	0	126250
2021.05.28	38872.37	39127.37	35053.95	35180.00	171453	0	126010
2021.05.31	35985.52	37415.00	34107.48	36615.18	144360	0	126410
2021.06.01	36804.56	37850.51	35599.01	36255.36	153777	0	126010
2021.06.02	36216.20	38176.67	35838.29	37674.83	128636	0	126740
2021.06.03	37744.09	39428.26	37111.76	38625.72	130250	0	126230
2021.06.04	38801.02	39227.51	35482.33	36933.25	133676	0	126210
2021.06.07	35819.98	36748.43	33941.00	34351.82	122568	0	126200
2021.06.08	35491.01	35491.01	30925.17	33555.96	158621	0	126250
2021.06.09	33634.36	36923.75	32362.25	36317.42	159699	0	126250
2021.06.10	36351.19	38379.12	35741.56	36402.13	154363	0	126040
2021.06.11	36600.04	37645.67	35843.97	37137.41	141055	0	126020
2021.06.14	38849.25	40988.25	38629.53	39757.88	146185	0	126010
2021.06.15	39776.67	41261.55	39431.53	39880.02	146875	0	126250
2021.06.16	39873.20	40446.38	38209.18	38452.32	139239	0	126010
2021.06.17	38538.27	39505.55	37289.09	37653.59	122937	0	126250
2021.06.18	37648.80	38145.86	35061.62	35387.95	101191	0	126930
2021.06.21	35838.97	35843.07	31609.95	32490.09	132025	0	126060
2021.06.22	32330.60	33249.42	28737.00	32810.74	146453	0	126040
2021.06.23	32824.51	34778.36	31645.25	32964.33	138433	0	126030
2021.06.24	33094.26	35201.04	32254.99	34779.72	128570	0	126050
2021.06.25	34702.48	35433.45	31407.50	32162.26	132529	0	126060
2021.06.28	32605.75	35233.37	32338.60	34560.58	115092	0	126040
2021.06.29	34549.08	36569.89	34029.89	36082.47	120746	0	126010
2021.06.30	36159.63	36250.66	33970.84	34504.65	115686	0	126070
2021.07.01	34591.15	35157.04	32623.40	33316.34	117243	0	126100
2021.07.02	33405.05	33912.88	32639.76	33053.51	130836	0	126100
2021.07.05	35498.01	35882.30	33019.13	33792.63	99277	0	126490
2021.07.06	33873.45	35052.72	33458.83	33868.14	99303	0	126230
2021.07.07	33797.25	35006.63	33544.92	34451.00	87938	0	126240
2021.07.08	34433.52	34480.01	32015.91	32728.95	104644	0	126010
2021.07.09	32792.56	33630.51	32183.02	33450.01	99857	0	126500
2021.07.12	33748.32	34617.38	32584.10	32775.83	70970	0	126270
2021.07.13	32838.32	33278.11	32123.70	32432.94	65265	0	126470
2021.07.14	32519.44	33035.74	31516.30	32736.33	72209	0	126400
2021.07.15	32755.33	33122.55	31059.92	31674.06	71510	0	126200
2021.07.16	31650.56	32192.75	30955.27	31804.38	79206	0	126030
2021.07.19	31544.55	31858.79	30346.25	30698.66	72931	0	126220
2021.07.20	30731.66	30994.93	29208.05	29783.32	77316	0	126510
2021.07.21	29806.32	32750.92	29425.17	31706.21	79026	0	126140
2021.07.22	31686.21	32540.40	31563.17	32161.72	78810	0	126280
2021.07.23	32190.84	32863.54	31933.08	32422.25	56928	0	126040
2021.07.26	34402.99	40495.65	34388.38	37685.80	96012	0	126010
2021.07.27	37422.26	38724.32	36330.26	37987.91	95640	0	126010
2021.07.28	37974.14	40871.53	37885.84	39860.71	105089	0	126090
2021.07.29	39919.56	40580.53	39186.69	39662.94	80313	0	126120
2021.07.30	39627.44	41555.36	38244.19	40633.58	67060	0	126010
2021.08.02	41022.78	41242.18	38604.11	38756.81	82019	0	126170
2021.08.03	38875.77	39716.68	37507.00	37986.91	76699	0	126070
2021.08.04	37999.91	39801.01	37388.55	39691.43	72954	0	126030
2021.08.05	39751.33	41332.40	37152.70	40775.19	80056	0	126010
2021.08.06	40874.73	43311.61	39786.24	42663.75	90403	0	126040
2021.08.09	43872.80	46437.86	42710.28	45399.35	88644	0	126010
2021.08.10	45514.35	46653.73	44585.35	45565.92	88564	0	126730
2021.08.11	45591.92	46721.09	45171.48	46261.60	80202	0	126060
2021.08.12	46029.60	46321.90	43714.00	44421.18	85604	0	126010
2021.08.13	44195.68	47826.10	43817.05	47452.41	79653	0	126060
2021.08.16	46719.54	47997.99	45603.72	45990.96	89781	0	126090
2021.08.17	46053.02	47108.97	44457.04	44904.29	98067	0	126190
2021.08.18	44902.79	45974.26	44135.53	44466.50	103360	0	126010
2021.08.19	44622.52	46823.36	43870.13	46526.46	109573	0	126020
2021.08.20	46492.46	49057.01	46267.74	48607.26	92447	0	126360
2021.08.23	48239.58	50455.34	48187.28	49452.20	96510	0	126250
2021.08.24	49537.70	49824.26	47653.44	48263.77	93230	0	126080
2021.08.25	48236.27	49105.06	47052.55	48586.79	94849	0	126210
2021.08.26	48671.79	49308.01	46237.00	46923.42	103378	0	126010
2021.08.27	47079.94	49108.74	46292.58	48850.26	90072	0	126100
2021.08.30	48891.95	49356.15	47334.46	48570.28	81107	0	126410
2021.08.31	48548.71	48578.78	46630.25	46934.15	91739	0	126250
2021.09.01	46837.00	49042.13	46446.37	48200.94	82693	0	126060
2021.09.02	48225.44	50321.72	48172.94	49489.26	82906	0	126020
2021.09.03	49556.76	51018.64	48256.13	50130.55	97750	0	126340
2021.09.06	51436.80	52163.76	50937.00	51863.82	84611	0	126010
2021.09.07	51919.95	52891.23	42715.01	46697.81	109759	0	126080
