<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.08.29	7048.74	7090.02	6857.00	7007.96	17892	0	66010
2018.08.30	7010.01	7027.05	6759.28	6882.44	15374	0	66010
2018.08.31	6882.44	7067.00	6846.00	7006.65	18077	0	66010
2018.09.03	7245.84	7300.50	7156.89	7264.72	17012	0	66010
2018.09.04	7264.72	7375.55	7197.00	7327.13	14817	0	66010
2018.09.05	7327.13	7355.08	6798.00	6913.44	19983	0	66010
2018.09.06	6913.44	6947.14	6220.00	6401.11	23801	0	66010
2018.09.07	6399.00	6491.99	6289.00	6407.03	23555	0	66010
2018.09.10	6351.37	6356.99	6175.37	6268.18	19781	0	66010
2018.09.11	6268.19	6368.32	6129.05	6216.37	20552	0	66010
2018.09.12	6216.37	6311.48	6159.89	6273.08	16414	0	66010
2018.09.13	6273.08	6498.97	6254.30	6433.00	14880	0	66010
2018.09.14	6433.00	6551.44	6349.00	6502.73	18883	0	66010
2018.09.17	6463.06	6497.24	6173.77	6181.03	25727	0	66010
2018.09.18	6176.73	6357.00	6175.63	6280.25	15203	0	66010
2018.09.19	6278.18	6475.48	6067.00	6389.92	13030	0	66010
2018.09.20	6389.92	6416.98	6300.63	6342.26	12984	0	66010
2018.09.21	6342.25	6739.99	6322.00	6686.39	22723	0	66010
2018.09.24	6645.07	6688.66	6527.00	6593.03	15414	0	66010
2018.09.25	6593.03	6596.99	6291.08	6341.60	17962	0	66010
2018.09.26	6341.60	6505.80	6331.31	6461.76	15824	0	66010
2018.09.27	6461.76	6703.85	6396.23	6660.16	13960	0	66010
2018.09.28	6660.16	6758.98	6492.60	6608.79	20951	0	66010
2018.10.01	6518.30	6604.77	6444.57	6514.91	13376	0	66010
2018.10.02	6514.91	6567.00	6414.28	6486.36	11813	0	66010
2018.10.03	6486.59	6506.54	6363.33	6403.97	11978	0	66010
2018.10.04	6403.97	6564.38	6380.20	6512.05	10531	0	66010
2018.10.05	6512.05	6557.39	6477.19	6501.64	8863	0	66010
2018.10.08	6495.06	6623.62	6489.88	6587.00	9073	0	66010
2018.10.09	6587.00	6596.92	6520.13	6546.76	8550	0	66010
2018.10.10	6546.76	6561.18	6364.21	6498.33	6510	0	66010
2018.10.11	6498.33	6500.46	6029.42	6168.72	15287	0	66010
2018.10.12	6168.72	6203.26	6076.00	6179.47	11267	0	66010
2018.10.15	6174.51	6717.00	6110.08	6355.30	18480	0	66010
2018.10.16	6355.30	6458.35	6347.10	6420.90	12963	0	66010
2018.10.17	6422.66	6454.05	6374.00	6402.62	8747	0	66010
2018.10.18	6402.62	6453.99	6317.00	6357.00	8439	0	66010
2018.10.19	6357.00	6377.84	6320.45	6349.45	9642	0	66010
2018.10.22	6404.21	6404.21	6340.56	6374.98	7812	0	66010
2018.10.23	6374.98	6387.01	6321.00	6358.27	7171	0	66010
2018.10.24	6358.25	6437.00	6352.00	6389.70	8780	0	66010
2018.10.25	6389.70	6397.32	6328.73	6365.01	16845	0	66010
2018.10.26	6365.01	6414.70	6343.03	6369.02	7921	0	66010
2018.10.28	6361.59	6364.84	6353.53	6354.50	186	0	66010
2018.10.29	6354.50	6385.45	6175.37	6202.66	8137	0	66010
2018.10.30	6202.76	6255.63	6202.10	6232.01	8947	0	66010
2018.10.31	6232.01	6315.58	6166.25	6267.69	8824	0	66010
2018.11.01	6267.69	6329.30	6255.40	6305.32	5938	0	66010
2018.11.02	6305.32	6347.22	6295.03	6317.39	7426	0	66010
2018.11.05	6378.82	6407.93	6336.51	6368.91	7137	0	66010
2018.11.06	6368.91	6424.00	6347.29	6386.68	7458	0	66010
2018.11.07	6386.68	6511.00	6382.83	6470.43	9157	0	66010
2018.11.08	6470.43	6478.26	6357.42	6382.26	9808	0	66010
2018.11.09	6382.26	6391.48	6274.00	6291.03	9291	0	66010
2018.11.12	6277.03	6353.57	6269.08	6272.43	8251	0	66010
2018.11.13	6272.43	6292.00	6211.35	6244.30	9314	0	66010
2018.11.14	6244.31	6261.56	5291.00	5518.24	18778	0	66010
2018.11.15	5518.24	5607.00	5166.84	5431.99	31427	0	66010
2018.11.16	5431.99	5575.87	5399.00	5412.00	27078	0	66000
2018.11.19	5524.81	5524.81	4621.50	4748.50	57168	0	66000
2018.11.20	4748.50	4855.00	3995.50	4291.50	113241	0	66000
2018.11.21	4291.50	4605.50	4142.50	4416.50	116212	0	66000
2018.11.22	4416.50	4564.50	4327.50	4394.50	68618	0	66000
2018.11.23	4394.50	4414.00	4050.50	4224.00	77855	0	66000
2018.11.26	4011.50	4058.00	3490.50	3635.50	91530	0	48000
2018.11.27	3635.50	3778.50	3533.00	3740.00	67657	0	48000
2018.11.28	3739.50	4338.00	3712.00	4196.50	58686	0	48000
2018.11.29	4196.50	4381.00	4057.50	4157.49	37006	0	48000
2018.11.30	4157.49	4274.26	3836.00	3896.36	29205	0	48010
2018.12.03	4118.73	4131.40	3724.49	3845.51	24915	0	48010
2018.12.04	3845.51	4007.69	3706.01	3876.46	28081	0	48010
2018.12.05	3876.46	3887.70	3638.08	3696.88	25501	0	48010
2018.12.06	3696.88	3819.80	3524.76	3570.34	27632	0	48010
2018.12.07	3570.44	3596.41	3187.23	3344.63	34252	0	48010
2018.12.10	3500.50	3564.52	3331.00	3373.29	28558	0	48010
2018.12.11	3373.30	3403.67	3268.65	3347.27	26097	0	48010
2018.12.12	3347.27	3463.27	3301.70	3416.38	22976	0	48010
2018.12.13	3417.25	3418.95	3199.00	3230.95	21505	0	48010
2018.12.14	3230.95	3269.36	3111.00	3133.13	21613	0	48010
2018.12.17	3179.77	3561.71	3156.00	3467.65	22458	0	48010
2018.12.18	3467.26	3550.12	3407.99	3509.44	25554	0	48010
2018.12.19	3509.44	3900.00	3496.03	3638.97	30821	0	48010
2018.12.20	3639.52	4147.96	3634.21	3964.22	32382	0	48010
2018.12.21	3968.70	4136.36	3746.00	3825.04	33836	0	48010
2018.12.24	3921.32	4212.38	3883.00	4061.00	18705	0	48010
2018.12.26	3754.56	3797.58	3656.87	3750.82	15880	0	48010
2018.12.27	3750.82	3817.15	3544.35	3559.21	26950	0	48010
2018.12.28	3559.21	3942.58	3541.00	3865.16	26219	0	48010
2018.12.31	3792.63	3821.51	3682.00	3729.18	12975	0	48010
2019.01.02	3757.87	3875.73	3753.86	3861.83	15255	0	48010
2019.01.03	3861.83	3890.43	3736.00	3767.30	19845	0	48010
2019.01.04	3767.30	3826.00	3708.38	3806.99	24331	0	48010
2019.01.07	4006.00	4045.00	3942.11	3981.00	20346	0	48010
2019.01.08	3981.00	4085.20	3918.19	3971.62	22070	0	48010
2019.01.09	3971.63	4023.00	3924.44	3977.51	21625	0	48010
2019.01.10	3975.29	4011.61	3489.92	3606.09	24700	0	48010
2019.01.11	3606.09	3672.53	3561.23	3623.30	19116	0	48010
2019.01.14	3490.93	3686.67	3471.38	3637.67	16634	0	48010
2019.01.15	3637.67	3663.03	3516.03	3544.34	14463	0	48010
2019.01.16	3544.34	3642.88	3541.54	3579.07	17817	0	48010
2019.01.17	3579.07	3634.37	3511.47	3599.63	14827	0	48010
2019.01.18	3599.63	3626.96	3553.00	3589.21	11579	0	48010
2019.01.21	3516.27	3549.28	3481.38	3497.12	13118	0	48010
2019.01.22	3497.12	3591.00	3391.93	3549.59	14183	0	48010
2019.01.23	3549.59	3591.80	3494.86	3517.22	11559	0	48010
2019.01.24	3517.22	3572.45	3499.84	3546.10	10680	0	48010
2019.01.25	3546.10	3554.70	3487.00	3533.90	12378	0	48010
2019.01.28	3516.97	3518.92	3333.30	3391.00	16794	0	48000
2019.01.29	3392.04	3421.00	3313.50	3376.74	19295	0	48000
2019.01.30	3376.74	3437.05	3348.34	3407.63	11982	0	48010
2019.01.31	3407.63	3450.21	3368.60	3391.54	10676	0	48010
2019.02.01	3392.81	3434.90	3343.00	3423.82	14070	0	48010
2019.02.04	3370.60	3415.46	3366.14	3393.15	9312	0	48010
2019.02.05	3393.15	3410.04	3372.00	3397.06	7799	0	48010
2019.02.06	3396.52	3421.73	3304.70	3341.27	9729	0	48010
2019.02.07	3341.27	3359.25	3326.00	3334.67	8858	0	48010
2019.02.08	3334.67	3686.10	3314.86	3573.53	16994	0	48010
2019.02.11	3581.90	3634.00	3553.98	3567.56	12548	0	48010
2019.02.12	3567.56	3595.03	3524.28	3553.30	13692	0	48010
2019.02.13	3553.30	3605.81	3520.23	3546.90	12688	0	48010
2019.02.14	3546.90	3566.01	3507.01	3545.21	10102	0	48010
2019.02.15	3545.21	3596.00	3520.50	3539.95	10750	0	48010
2019.02.18	3562.12	3891.15	3561.98	3827.98	23213	0	48010
2019.02.19	3827.98	3949.95	3805.25	3865.37	20614	0	48010
2019.02.20	3864.90	3943.52	3837.49	3886.94	16488	0	48010
2019.02.21	3886.95	3965.46	3842.15	3874.00	13798	0	48010
2019.02.22	3874.00	3933.00	3859.39	3915.94	14142	0	48010
2019.02.25	3759.47	3836.00	3702.41	3780.45	16712	0	48010
2019.02.26	3781.52	3806.00	3735.64	3765.40	11803	0	48010
2019.02.27	3765.40	3798.22	3634.19	3724.91	11359	0	48010
2019.02.28	3724.07	3863.93	3712.47	3774.44	16174	0	48010
2019.03.01	3774.44	3820.94	3759.57	3803.30	10032	0	48010
2019.03.04	3765.39	3782.90	3646.00	3675.15	14267	0	48010
2019.03.05	3675.15	3846.49	3656.02	3808.04	13373	0	48010
2019.03.06	3808.04	3870.23	3784.21	3820.58	13396	0	48010
2019.03.07	3820.58	3867.00	3802.49	3847.00	14635	0	48010
2019.03.08	3847.00	3898.00	3819.59	3849.28	12361	0	48010
2019.03.11	3868.14	3888.84	3788.64	3825.30	12384	0	48010
2019.03.12	3825.40	3853.07	3767.07	3839.45	12423	0	48010
2019.03.13	3839.45	3849.34	3796.00	3818.25	8856	0	48010
2019.03.14	3818.25	3876.12	3751.01	3830.07	10048	0	48010
2019.03.15	3830.07	3884.77	3819.09	3872.80	9405	0	48010
2019.03.18	3951.10	3992.51	3905.83	3945.78	11888	0	48010
2019.03.19	3945.78	3988.63	3923.15	3962.63	12599	0	48010
2019.03.20	3962.63	3997.01	3938.60	3982.13	14941	0	48010
2019.03.21	3982.25	4031.34	3895.50	3953.50	14393	0	48010
2019.03.22	3953.50	3976.81	3934.76	3952.42	9092	0	48010
2019.03.25	3937.42	3955.68	3826.90	3861.08	12346	0	48010
2019.03.26	3861.08	3911.08	3855.50	3882.66	11839	0	48010
2019.03.27	3882.66	4011.40	3882.56	3984.87	16425	0	48010
2019.03.28	3984.87	4013.00	3968.60	3983.30	9660	0	48010
2019.03.29	3984.17	4077.71	3979.89	4049.95	14027	0	48010
2019.04.01	4068.03	4124.92	4027.11	4101.10	12094	0	48010
2019.04.02	4101.10	5052.00	4099.69	4777.27	26129	0	48010
2019.04.03	4777.30	5295.15	4746.04	5272.61	26526	0	48010
2019.04.04	5274.15	5320.99	4754.50	4825.94	31559	0	48010
2019.04.05	4825.94	5042.00	4813.58	4975.44	24006	0	48010
2019.04.08	5117.02	5321.17	5103.53	5226.96	28973	0	48010
2019.04.09	5226.97	5293.54	5112.01	5196.01	21320	0	48010
2019.04.10	5196.01	5441.15	5130.66	5281.51	17022	0	48010
2019.04.11	5276.29	5318.90	4945.20	5028.69	26290	0	48010
2019.04.12	5028.69	5096.75	4888.00	5015.41	17767	0	48010
2019.04.15	5062.71	5167.54	4923.00	4996.30	13559	0	48010
2019.04.16	4996.75	5207.96	4982.74	5160.91	13206	0	48010
2019.04.17	5160.91	5244.85	5146.01	5195.78	13653	0	48010
2019.04.18	5195.78	5301.00	5176.90	5284.57	12765	0	48010
2019.04.19	5284.57	5331.16	5162.84	5243.82	11575	0	48010
2019.04.22	5209.52	5414.83	5209.52	5341.00	12075	0	48010
2019.04.23	5341.00	5597.84	5333.41	5556.13	14387	0	48010
2019.04.24	5556.13	5599.30	5348.53	5411.15	17512	0	48000
2019.04.25	5411.20	5485.37	5349.47	5471.47	13979	0	48010
2019.04.26	5471.47	5475.37	4966.90	5070.10	25691	0	48010
2019.04.29	5099.61	5167.96	5047.58	5106.12	12908	0	48010
2019.04.30	5104.96	5261.30	5072.97	5212.46	15563	0	48010
2019.05.01	5212.46	5333.85	5210.89	5280.37	12273	0	48010
2019.05.02	5280.37	5396.28	5260.09	5379.23	12258	0	48010
2019.05.03	5379.73	5771.45	5338.83	5665.35	23570	0	48010
2019.05.06	5740.54	5757.65	5538.44	5669.33	18783	0	48010
2019.05.07	5668.74	5946.00	5650.53	5824.00	21280	0	48010
2019.05.08	5824.00	5887.69	5637.49	5874.64	17622	0	48010
2019.05.09	5874.64	6073.01	5819.32	6056.17	18904	0	48010
2019.05.10	6056.17	6401.60	6050.80	6247.89	23439	0	48010
2019.05.13	7144.57	7952.48	6836.47	7837.98	40165	0	48010
2019.05.14	7837.99	8303.37	7418.00	7686.94	42602	0	48010
2019.05.15	7686.94	8238.00	7594.99	8140.80	35518	0	48010
2019.05.16	8140.81	8366.95	7652.27	7656.13	34537	0	48010
2019.05.17	7653.11	7934.64	6210.50	7088.54	39420	0	48010
2019.05.20	7998.58	8274.80	7557.03	7976.75	35157	0	48010
2019.05.21	7976.86	8125.90	7658.66	8062.67	34882	0	48010
2019.05.22	8062.67	8087.75	7671.46	7804.36	28915	0	48010
2019.05.23	7803.25	7856.03	7444.31	7851.32	30679	0	48010
2019.05.24	7851.14	8164.87	7769.81	8082.51	26993	0	48010
2019.05.27	8555.07	8913.31	8503.00	8729.38	31892	0	48010
2019.05.28	8729.38	8828.88	8520.27	8661.54	26588	0	48010
2019.05.29	8662.32	8721.38	8397.12	8604.41	23549	0	48010
2019.05.30	8604.41	9054.00	8359.00	8416.52	21967	0	81010
2019.05.31	8416.52	8474.20	7959.00	8468.37	29007	0	81010
2019.06.03	8646.72	8723.19	8278.63	8509.76	22293	0	81010
2019.06.04	8509.80	8519.19	7464.69	7604.86	30914	0	81010
2019.06.05	7604.46	7883.48	7391.84	7689.98	24722	0	81010
2019.06.06	7689.98	7831.07	7412.63	7641.04	25002	0	81010
2019.06.07	7641.25	8092.00	7637.80	7913.32	24423	0	81010
2019.06.10	7671.12	8036.00	7470.08	7904.74	20688	0	81010
2019.06.11	7904.74	8011.47	7671.02	7890.50	18643	0	81010
2019.06.12	7890.50	8223.89	7777.29	8079.16	18916	0	81010
2019.06.13	8079.19	8255.00	8008.22	8218.10	16408	0	81010
2019.06.14	8218.10	8432.03	8133.03	8409.12	16404	0	81010
2019.06.17	8889.30	9383.00	8876.32	9226.97	26137	0	81010
2019.06.18	9226.97	9436.27	8887.58	9080.97	26548	0	81010
2019.06.19	9080.97	9167.24	8899.35	9123.38	21156	0	81010
2019.06.20	9123.38	9558.00	9091.14	9516.07	21733	0	81010
2019.06.21	9516.90	9917.49	9421.71	9873.50	23355	0	81010
2019.06.24	10986.28	11206.61	10510.51	10809.13	30525	0	81010
2019.06.25	10808.66	11427.56	10805.54	11318.50	29390	0	81010
2019.06.26	11318.41	13809.57	11318.35	12684.00	38328	0	81010
2019.06.27	12684.02	13304.18	10237.00	10605.76	44549	0	81010
2019.06.28	10608.96	12331.57	10295.00	12151.28	40522	0	126010
2019.07.01	11317.03	11357.00	9907.00	10410.99	39184	0	126010
2019.07.02	10410.89	10877.00	9588.88	10635.70	39259	0	126010
2019.07.03	10635.70	11508.32	10530.40	11317.03	40751	0	126010
2019.07.04	11317.03	11987.44	11247.74	11647.80	31061	0	126010
2019.07.05	11647.80	11682.10	10704.00	10989.74	35487	0	126010
2019.07.08	11437.70	12237.00	11269.19	12143.28	30905	0	126010
2019.07.09	12134.65	12767.00	11968.85	12342.11	35147	0	126010
2019.07.10	12342.11	13131.21	11555.70	11710.46	34137	0	126010
2019.07.11	11712.27	12135.00	10907.26	11073.99	36361	0	126010
2019.07.12	11075.40	11851.26	10978.20	11821.00	30253	0	126010
2019.07.15	10564.38	10887.41	9792.00	10752.34	35121	0	126010
2019.07.16	10752.44	11016.92	9404.57	9535.75	32968	0	126010
2019.07.17	9527.63	9927.75	9011.11	9619.88	34077	0	126010
2019.07.18	9627.24	10685.97	9217.33	10553.98	31996	0	126010
2019.07.19	10553.98	10728.89	10039.58	10435.19	32048	0	126010
2019.07.22	10431.09	10624.97	9989.26	10254.36	21780	0	126010
2019.07.23	10254.36	10320.90	9797.00	10073.70	24146	0	126010
2019.07.24	10072.95	10083.00	9451.96	9601.25	23281	0	126010
2019.07.25	9601.25	10116.38	9591.59	9807.44	25238	0	123480
2019.07.26	9807.44	9881.00	9587.00	9776.02	18568	0	126010
2019.07.29	9441.27	9659.46	9048.03	9442.94	21050	0	126010
2019.07.30	9442.94	9698.02	9310.48	9475.43	19946	0	126010
2019.07.31	9475.43	10067.00	9451.96	9958.67	23549	0	126010
2019.08.01	9956.74	10436.62	9815.09	10348.94	23500	0	126010
2019.08.02	10348.94	10606.99	10255.47	10336.15	27093	0	126010
2019.08.05	10879.25	11887.47	10704.73	11655.72	28712	0	126010
2019.08.06	11655.83	12257.30	11437.00	11581.69	25046	0	126010
2019.08.07	11581.69	12077.96	11137.00	11802.60	28188	0	126010
2019.08.08	11796.55	12003.71	11389.90	11528.14	27480	0	126010
2019.08.09	11528.14	11989.30	11519.97	11788.51	26170	0	126010
2019.08.12	11348.12	11520.63	11131.09	11348.76	23117	0	126010
2019.08.13	11348.76	11380.11	10675.57	10802.54	19927	0	126010
2019.08.14	10802.55	10825.85	9963.74	10091.32	26207	0	126010
2019.08.15	10092.71	10333.26	9404.57	10302.80	29839	0	126010
2019.08.16	10302.90	10476.91	9673.96	10323.61	30118	0	126010
2019.08.19	10295.00	10764.83	10203.88	10607.45	20755	0	126010
2019.08.20	10607.46	10892.00	10496.11	10640.52	21302	0	126010
2019.08.21	10640.52	10778.91	9790.45	10087.00	23721	0	126010
2019.08.22	10087.00	10171.60	9692.53	10117.00	24975	0	126010
2019.08.23	10117.00	10405.69	9988.00	10282.66	20448	0	126010
2019.08.26	9932.16	10585.00	9844.86	10198.42	25208	0	126010
2019.08.27	10198.42	10331.81	9957.00	10078.45	22121	0	126010
2019.08.28	10078.45	10212.97	9492.00	9603.18	21352	0	126010
2019.08.29	9603.18	9681.27	9257.00	9461.01	20241	0	126010
2019.08.30	9457.21	9635.84	9287.10	9562.15	20262	0	126010
2019.09.02	9570.57	10399.95	9567.60	10345.02	18260	0	126010
2019.09.03	10345.02	10718.57	10223.00	10643.00	19914	0	126010
2019.09.04	10643.00	10768.59	10315.70	10564.28	20753	0	126010
2019.09.05	10565.49	10629.11	10398.97	10451.71	20377	0	126010
2019.09.06	10451.71	10879.91	10141.03	10292.39	22614	0	126010
2019.09.09	10309.79	10477.95	9997.00	10172.45	18843	0	126010
2019.09.10	10172.45	10322.76	9848.00	9980.45	18958	0	126010
2019.09.11	9980.45	10177.16	9792.11	10033.84	19664	0	126010
2019.09.12	10033.84	10310.84	9964.61	10264.00	16748	0	126010
2019.09.13	10264.00	10401.80	10090.15	10191.72	19302	0	126010
2019.09.16	10207.82	10314.70	10008.43	10152.91	15980	0	126010
2019.09.17	10152.91	10306.67	10067.59	10185.00	15870	0	126010
2019.09.18	10185.00	10201.17	10017.00	10126.97	15417	0	126010
2019.09.19	10126.97	10315.72	9537.00	10195.41	16711	0	126010
2019.09.20	10195.41	10244.96	9993.24	10068.74	16156	0	126010
2019.09.23	9939.88	10017.00	9623.40	9699.27	18478	0	126010
2019.09.24	9699.23	9745.53	7935.00	8501.39	28382	0	126010
2019.09.25	8501.39	8737.56	8152.28	8437.98	30148	0	126010
2019.09.26	8437.98	8584.50	7668.58	8025.33	25418	0	126010
2019.09.27	8025.40	8064.83	7800.00	7999.49	27619	0	126010
2019.09.30	7950.49	8303.37	7651.70	8170.86	25057	0	126010
2019.10.01	8170.86	8467.33	8123.00	8303.98	26016	0	126010
2019.10.02	8303.87	8352.00	8107.71	8163.82	21975	0	126010
2019.10.03	8163.92	8351.33	8009.12	8080.26	18370	0	126010
2019.10.04	8080.26	8232.58	7930.63	8109.97	21759	0	126010
2019.10.07	7841.58	8247.96	7699.28	8150.76	25730	0	126010
2019.10.08	8150.76	8277.00	8046.74	8062.11	24946	0	126010
2019.10.09	8062.11	8637.00	8051.26	8521.71	27524	0	126010
2019.10.10	8524.12	8597.29	8387.61	8516.18	22958	0	126010
2019.10.11	8516.50	8755.16	8219.60	8274.28	27957	0	126010
2019.10.14	8199.17	8347.85	8152.41	8275.49	20381	0	126010
2019.10.15	8272.84	8356.23	8023.24	8075.97	21365	0	126010
2019.10.16	8075.97	8112.60	7847.00	7926.01	17167	0	126010
2019.10.17	7926.01	8066.37	7873.71	7977.00	15894	0	126010
2019.10.18	7977.00	8056.50	7748.62	7882.11	18267	0	126010
2019.10.21	8158.90	8282.54	8092.50	8140.23	17371	0	126010
2019.10.22	8140.23	8250.72	7986.22	8059.59	15111	0	126010
2019.10.23	8059.59	8059.59	7229.00	7424.69	22100	0	126010
2019.10.24	7424.69	7447.24	7293.01	7390.03	21574	0	126010
2019.10.25	7390.03	8714.00	7327.19	8517.00	23615	0	126010
2019.10.27	9560.66	9654.40	9451.96	9566.40	1241	0	126010
2019.10.28	9569.30	9874.42	9195.06	9404.51	32609	0	126010
2019.10.29	9404.51	9499.60	8988.48	9353.50	29006	0	126010
2019.10.30	9353.50	9404.88	8922.25	9087.10	27374	0	126010
2019.10.31	9087.10	9371.53	8898.53	9068.13	22769	0	126010
2019.11.01	9068.13	9239.75	8989.19	9141.28	19638	0	126010
2019.11.04	9087.00	9516.48	9059.30	9371.42	17921	0	126010
2019.11.05	9371.42	9418.09	9102.20	9282.00	21522	0	126010
2019.11.06	9282.00	9383.84	9189.13	9251.71	18083	0	126010
2019.11.07	9251.72	9308.13	9017.00	9141.52	18484	0	126010
2019.11.08	9142.65	9190.31	8598.00	8794.06	24832	0	126010
2019.11.11	8975.32	9032.85	8530.60	8666.41	21066	0	126010
2019.11.12	8666.74	8802.56	8486.00	8697.00	19882	0	126010
2019.11.13	8697.00	8765.13	8636.48	8685.01	18518	0	126010
2019.11.14	8685.01	8720.00	8489.32	8582.99	17895	0	126010
2019.11.15	8582.99	8731.75	8300.00	8382.01	19888	0	126010
2019.11.18	8486.00	8486.00	7947.70	8154.29	17815	0	126010
2019.11.19	8152.47	8159.46	7926.15	8042.00	19889	0	126010
2019.11.20	8042.00	8168.04	7959.21	8019.83	15815	0	126010
2019.11.21	8019.83	8053.92	7331.09	7524.09	16417	0	126010
2019.11.22	7521.56	7649.54	6722.74	7267.79	29469	0	126010
2019.11.25	6975.63	7316.81	6455.53	7140.45	34660	0	126010
2019.11.26	7140.45	7276.04	6955.78	7045.71	27563	0	126010
2019.11.27	7045.71	7612.00	6784.10	7483.12	37793	0	126000
2019.11.28	7483.12	7595.31	7358.57	7497.47	30096	0	126010
2019.11.29	7497.47	7806.00	7307.64	7652.86	35866	0	126010
2019.12.02	7309.45	7391.58	7082.67	7254.70	38735	0	126010
2019.12.03	7254.00	7349.19	7173.02	7261.98	30064	0	126010
2019.12.04	7261.98	7701.92	7024.09	7116.67	41496	0	126010
2019.12.05	7116.67	7434.02	7087.02	7313.53	40896	0	126010
2019.12.06	7313.53	7541.18	7242.00	7404.24	38619	0	126010
2019.12.09	7479.58	7595.22	7205.03	7286.61	29062	0	126010
2019.12.10	7288.83	7328.73	7087.23	7154.06	26532	0	126010
2019.12.11	7154.06	7206.99	7059.28	7128.62	19640	0	126010
2019.12.12	7128.62	7231.44	7007.00	7131.57	24974	0	126010
2019.12.13	7131.57	7237.84	7113.90	7172.47	16966	0	126010
2019.12.16	7054.74	7078.12	6755.52	6808.02	25478	0	126010
2019.12.17	6808.02	6868.50	6508.00	6550.22	31871	0	126010
2019.12.18	6550.22	7162.75	6361.24	7063.68	44409	0	126010
2019.12.19	7063.68	7386.10	6936.81	7087.00	39304	0	126010
2019.12.20	7087.00	7152.00	7009.61	7129.01	20564	0	126010
2019.12.23	7342.00	7627.98	7222.69	7250.39	28592	0	126010
2019.12.24	7250.39	7362.37	7142.08	7207.34	21287	0	126010
2019.12.26	7122.16	7364.00	7104.28	7118.28	19276	0	126010
2019.12.27	7118.28	7188.19	6989.00	7151.30	23924	0	126010
2019.12.30	7323.86	7356.87	7136.00	7176.47	17055	0	126010
2019.12.31	7177.48	7237.00	7098.10	7125.13	11912	0	126010
2020.01.02	7036.61	7090.33	6837.00	6892.91	12079	0	126010
2020.01.03	6892.91	7337.00	6790.28	7201.02	30948	0	126010
2020.01.06	7298.76	7551.87	7247.00	7509.95	23711	0	126010
2020.01.07	7509.95	8128.97	7507.35	7957.05	41291	0	126010
2020.01.08	7957.05	8398.48	7809.09	7941.61	55029	0	126010
2020.01.09	7943.79	8045.00	7674.97	7719.92	39942	0	126010
2020.01.10	7717.64	8068.67	7602.75	7978.21	44238	0	126010
2020.01.13	8028.63	8132.00	7976.00	8064.51	23127	0	126010
2020.01.14	8064.51	8797.89	8037.10	8675.75	52196	0	126010
2020.01.15	8675.75	8838.00	8487.77	8756.55	52501	0	126010
2020.01.16	8756.55	8802.00	8511.61	8615.59	45419	0	126010
2020.01.17	8615.59	8947.02	8598.00	8837.29	42158	0	126010
2020.01.20	8651.00	8679.33	8408.00	8607.70	32173	0	126010
2020.01.21	8607.70	8714.00	8414.16	8650.93	27566	0	126010
2020.01.22	8650.94	8726.90	8498.50	8575.00	26303	0	126010
2020.01.23	8575.00	8604.00	8215.00	8317.74	36692	0	126000
2020.01.24	8317.74	8448.00	8149.90	8424.91	34406	0	126010
2020.01.27	8514.78	8937.00	8467.13	8884.05	41914	0	126010
2020.01.28	8884.05	9122.17	8809.47	8973.60	41056	0	126010
2020.01.29	8973.60	9378.30	8964.40	9290.55	37275	0	126010
2020.01.30	9290.55	9507.00	9114.77	9482.02	44646	0	126010
2020.01.31	9482.02	9497.60	9129.69	9276.02	37005	0	126010
2020.02.03	9374.62	9546.60	9148.07	9208.08	43769	0	126010
2020.02.04	9208.11	9281.82	9012.00	9069.44	29961	0	126010
2020.02.05	9069.44	9712.00	9063.13	9623.60	32346	0	126010
2020.02.06	9623.60	9793.00	9458.00	9669.21	53430	0	126010
2020.02.07	9669.20	9806.70	9575.58	9680.46	50986	0	126010
2020.02.10	10011.87	10136.76	9668.20	9798.43	39457	0	126010
2020.02.11	9798.43	10315.86	9643.94	10173.37	39448	0	126010
2020.02.12	10173.37	10421.60	10151.77	10324.57	46536	0	126010
2020.02.13	10324.58	10437.50	10005.00	10110.48	68338	0	126010
2020.02.14	10110.48	10328.93	10033.23	10282.45	56114	0	126010
2020.02.17	9702.84	9938.86	9404.57	9577.01	81079	0	126010
2020.02.18	9577.01	10217.71	9538.01	10090.41	59960	0	126010
2020.02.19	10091.59	10235.99	9249.00	9557.73	41025	0	126010
2020.02.20	9557.73	9640.66	9333.91	9541.67	56757	0	126010
2020.02.21	9541.68	9706.50	9499.60	9604.43	46800	0	126010
